N,P,K,temperature,humidity,ph,rainfall,label
42,70,25,35.51817667,69.53745034,7.54879143,67.25632705,blackgram
53,75,19,27.49845392,62.42729771,6.59126943,69.28537599,blackgram
33,68,21,27.45441326,64.27216286,7.28060703,64.18954908,blackgram
37,85,21,28.89683014,64.5293521,7.25761751,76.47885965,blackgram
51,64,21,25.18772399,65.39452086,6.27810382,65.8717575,blackgram
38,57,20,30.16791076,64.0770056,7.65523422,65.16450513,blackgram
38,65,15,30.98995228,64.10864728,6.83558064,67.53055747,blackgram
52,64,16,29.85413254,63.21388271,6.75841111,68.48555205,blackgram
29,74,23,25.19955634,52.6449852,9.68502584,43.19087039,lentil
35,58,14,32.67005791,48.74847944,7.95441331,43.76936397,lentil
16,64,17,16.7118726,46.73696457,7.19987601,36.74831072,lentil
10,65,23,26.1264728,58.56047936,7.83038549,47.37686151,lentil
34,67,22,17.18053946,25.6317668,5.21665566,49.71590985,lentil
30,71,24,22.97663017,40.30870163,7.37097788,39.12771378,lentil
1,58,18,29.23088277,47.70688197,7.25617075,40.24423539,lentil
26,65,18,19.58709294,56.37107481,7.95619264,48.00714734,lentil
49,54,16,24.86709919,66.23307487,7.7021725,49.21285111,lentil
20,66,15,20.08084531,59.38381768,7.291401,46.6703908,lentil
16,72,19,22.85077847,67.8416113,6.54901088,51.48251081,lentil
26,59,20,18.09428081,42.19334169,6.3529561,44.53211699,lentil
0,63,23,20.95456547,62.97292654,6.64333795,48.02044833,lentil
15,69,16,21.5669297,34.49632343,7.72559965,45.55918548,lentil
16,72,20,17.36779313,32.26284121,8.5577087,45.50330609,lentil
10,69,25,26.21543279,34.84770461,9.02935345,36.8692596,lentil
24,65,23,23.82407708,59.9907544,8.00761277,44.23494925,lentil
31,74,18,16.01907349,38.17304882,9.57801504,39.82033625,lentil
9,58,23,24.06715265,26.41123176,5.71688431,38.30376771,lentil
18,72,19,25.60061186,48.36737852,7.62258857,61.59879651,lentil
24,76,22,27.41646934,49.48582271,7.6724961,41.97784035,lentil
26,67,18,25.5118623,44.53493988,9.34224976,49.7306913,lentil
21,61,22,25.6718571,60.4226834,7.48997415,42.52896295,lentil
21,71,18,29.33246516,51.96101001,6.60777704,56.29724206,lentil
35,72,21,26.15945278,53.83218532,6.75840199,49.39175238,lentil
15,68,18,29.10701926,55.2381139,7.25926046,37.92061581,lentil
25,60,28,22.86456272,47.44311609,8.06646552,42.53525693,lentil
28,54,18,29.55738048,94.81489676,8.69469247,51.22166046,lentil
19,69,20,19.49713384,36.95122913,6.87957379,36.56837132,lentil
8,71,20,28.37155023,48.5456021,7.06870452,45.40058473,lentil
17,59,14,21.31762939,40.72317192,6.05876667,46.06186658,lentil
43,61,11,19.78618169,50.83254082,7.5269259,37.70618322,lentil
23,68,21,24.72051778,44.13365356,6.46686942,40.61771924,lentil
16,66,22,31.24284665,61.88998049,7.36334612,44.70291473,lentil
21,53,18,21.74760917,48.44394232,9.37985002,48.43144479,lentil
20,70,19,21.61496513,64.44917603,6.40013889,49.11835356,lentil
3,87,20,25.99600359,38.51249414,6.84737267,56.47610793,lentil
0,65,20,18.56289381,63.15862466,6.90554163,43.57509455,lentil
23,81,22,24.57594944,49.20409241,5.67858304,46.75271556,lentil
9,75,20,25.76430272,30.64272463,7.32167244,51.5837669,lentil
28,62,20,23.11800637,57.66142478,6.88840816,41.54870335,lentil
0,73,21,22.153636,48.93220424,5.77361676,53.77585406,lentil
29,78,20,22.77741247,50.21981523,7.48036104,38.5069247,lentil
20,88,19,25.29383398,78.95062995,7.69409163,44.59421676,lentil
36,66,16,29.01076239,38.95035824,7.83460729,50.04849829,lentil
22,57,19,24.62505773,57.88844506,6.68038684,53.70952423,lentil
12,61,21,21.25581257,45.10259992,8.48598933,45.70337599,lentil
18,76,19,24.98862842,41.26620683,7.9617578,42.7410613,lentil
20,66,15,28.60636683,70.8503788,8.78098768,51.51313961,lentil
34,61,19,21.99237802,45.83627255,8.60368667,40.17583487,lentil
0,66,19,17.63073016,44.12357772,5.43288978,42.91387899,lentil
9,70,21,23.33516035,74.05256444,7.35929761,43.32459453,lentil
0,64,23,24.78791922,63.72690324,8.2509563,48.14378886,lentil
27,61,22,25.65536374,42.72716799,8.06581157,36.07326042,lentil
16,62,21,26.59887533,52.6074352,7.51975042,45.95514082,lentil
29,54,15,27.67310449,63.2414738,6.23479996,45.60275562,lentil
6,74,19,22.31272958,48.39190548,7.37109172,50.02486088,lentil
11,56,23,21.47282131,58.79773925,7.52847079,46.76855317,lentil
7,70,20,26.97400641,57.80187516,7.9589899,50.16236153,lentil
28,51,25,23.18443616,59.95073019,5.46647342,46.53941102,lentil
26,76,20,18.89531085,46.29094571,10.11107623,54.87603196,lentil
6,78,20,20.2599029,58.49220194,5.95486909,41.66873942,lentil
47,79,21,20.43433813,64.48832918,7.13143645,41.05105658,lentil
1,70,20,21.78274916,39.39052247,7.88848693,53.34327752,lentil
22,68,22,19.2524541,45.11964462,8.88173406,57.46499899,lentil
16,74,21,25.61179144,47.59620388,7.90452747,48.17707055,lentil
15,70,18,23.41794028,35.51382352,7.6080118,48.50516967,lentil
33,68,13,24.71331835,40.12569158,6.94315071,40.57364543,lentil
29,58,20,21.66540399,38.69496407,6.39644047,41.2780834,lentil
9,60,21,21.81899413,30.39836249,8.82428319,50.52053709,lentil
8,72,16,29.22097813,50.06566307,6.67516942,49.82806457,lentil
21,82,15,22.87646616,60.45740661,7.2582285,43.9719508,lentil
14,64,20,21.88591097,32.25856692,7.58576644,51.4048993,lentil
11,65,23,28.36824167,33.86249806,6.98192263,42.04446026,lentil
10,66,24,22.29943146,56.39469359,6.87465421,40.40601782,lentil
24,83,19,26.1351051,45.2932877,7.5240577,44.00876928,lentil
36,53,24,20.4792482,47.53839047,6.91193625,39.46199376,lentil
25,62,13,22.55787961,67.17658549,6.84395081,49.74459304,lentil
24,69,27,22.27792068,64.26492052,7.63350322,55.16519385,lentil
12,61,20,23.84539129,42.76968757,6.54136827,52.19190954,lentil
43,70,23,26.77308738,48.6845959,7.68647872,48.28389335,lentil
3,74,16,16.28822769,55.89921228,7.65872225,47.83631776,lentil
22,69,21,25.99793011,40.87319291,7.68396927,46.41604877,lentil
29,57,17,26.13725651,37.44750561,6.57160934,50.44031658,lentil
14,65,22,28.73815698,49.77912305,9.29431587,40.76690657,lentil
15,65,20,28.95889186,53.12287518,5.87783036,48.64809261,lentil
12,60,20,19.47773417,24.32660254,7.15553282,53.69173131,lentil
22,60,21,28.78854169,42.26470229,6.6324058,43.93451958,lentil
38,57,21,30.92529764,53.22626312,6.16890298,37.31051695,lentil
44,61,17,19.46743882,52.62653485,7.4586584,39.62264071,lentil
4,74,22,22.13559601,59.5600078,7.52110694,49.64856441,lentil
7,74,21,19.19155696,42.31182572,8.43144091,37.44580476,lentil
22,64,19,17.35491239,44.70676518,8.39909351,45.34455465,lentil
22,82,22,20.54058408,27.72758069,7.29344791,49.87058668,lentil
30,66,20,23.03559238,48.06725502,7.95752454,51.35016907,lentil
22,72,20,25.65142607,55.38435551,7.47662686,27.33667399,lentil
12,72,26,27.28228639,58.47117822,7.12258997,45.62799219,lentil
16,56,20,25.02161245,41.75147495,7.74171122,47.50140743,lentil
31,66,23,28.80869533,61.56461681,7.95843217,59.1608235,lentil
7,67,14,23.28666809,35.20790168,7.28223231,62.54186015,lentil
10,4,41,22.24850632,87.87431185,6.06449909,106.4613245,pomegranate
15,22,35,26.2887006,90.26996541,7.14193967,115.00714942,pomegranate
18,5,39,17.11180417,88.75426659,6.4896582,100.55351811,pomegranate
22,10,37,21.27873827,91.73801481,7.15771061,105.62021401,pomegranate
33,8,47,20.72179219,86.96481381,6.56691042,105.50549443,pomegranate
8,3,39,25.37761826,88.87644908,7.03292125,107.16637208,pomegranate
20,4,36,20.5489716,90.38979339,6.09447022,105.01955862,pomegranate
34,22,40,28.47671459,87.95945289,5.69913661,102.74225748,pomegranate
17,0,37,26.30310959,92.06642365,6.7523691,118.21299904,pomegranate
7,17,35,26.87490575,87.80886633,8.08987993,104.80967394,pomegranate
22,8,35,20.54780171,92.11055629,6.53288037,105.03535623,pomegranate
15,8,40,20.69833259,90.99429631,7.06595121,120.03623974,pomegranate
27,6,40,23.68996204,93.33900062,7.41616466,107.44993779,pomegranate
17,7,38,23.17787703,89.70786025,7.0480043,109.03663031,pomegranate
21,5,36,20.5280662,93.97855489,7.37259629,101.17971199,pomegranate
16,7,37,18.09665852,89.65575377,7.35300769,98.71830564,pomegranate
26,6,42,20.27479558,89.84090267,6.26996579,107.01894634,pomegranate
20,11,42,22.82060561,93.49560948,6.46536358,113.20657632,pomegranate
21,5,37,16.67986883,85.35221173,8.28832509,103.0609985,pomegranate
23,3,37,19.86852039,93.83446478,8.00537635,108.17535701,pomegranate
15,19,46,22.28698133,89.19534424,6.22012714,107.01047788,pomegranate
17,15,35,25.93569965,90.40658839,7.18801406,111.3504667,pomegranate
2,8,44,21.57257178,87.51256909,6.17452542,88.83186462,pomegranate
26,2,38,21.92706914,86.4116168,5.09668489,106.04473768,pomegranate
19,6,31,24.90457255,90.9899705,5.51256817,109.83878992,pomegranate
20,9,42,20.33103325,88.59554048,6.94457222,97.75173439,pomegranate
12,10,33,18.14791933,93.56710083,6.99524254,104.87710492,pomegranate
10,8,41,21.06803572,88.5431144,6.9615277,116.08893969,pomegranate
25,15,40,24.19176644,88.31000557,7.40830204,113.09485665,pomegranate
25,3,39,22.0994024,87.80779085,6.76604323,107.39934194,pomegranate
30,8,36,24.13428187,88.75327834,7.22273561,112.61339615,pomegranate
31,5,38,19.92859991,87.64971934,7.89416369,105.53739726,pomegranate
16,11,41,21.45044853,91.11205303,6.00510837,111.08951521,pomegranate
28,7,41,20.48584862,93.84231995,6.22739219,115.38714787,pomegranate
36,1,35,20.01122956,92.44011807,5.41211905,110.58229434,pomegranate
12,7,40,22.43754601,83.59441321,6.52435173,107.17149062,pomegranate
28,18,35,23.3847314,93.87786723,7.51523146,94.42172338,pomegranate
22,11,39,19.35264765,89.94883253,6.74167476,110.69152712,pomegranate
25,2,45,23.77625603,89.13600933,5.95163748,113.46292046,pomegranate
21,15,42,24.75190458,88.53758366,6.7678467,114.49033146,pomegranate
22,9,45,24.52488889,90.8699415,6.08948305,102.05586145,pomegranate
17,6,44,21.97718502,88.4285967,6.78556644,111.00773543,pomegranate
11,0,38,23.46918305,87.11616473,5.46124145,101.54560813,pomegranate
14,14,39,24.15196617,90.62134029,7.96336337,113.25629668,pomegranate
18,18,38,17.40466383,93.02210926,5.67715181,105.82534721,pomegranate
9,19,36,21.1339004,86.04337728,6.11586697,107.08057049,pomegranate
12,6,41,22.88341647,86.84885538,7.29930127,101.65475516,pomegranate
12,2,42,22.71559216,90.31661267,6.91658549,103.28648511,pomegranate
27,7,36,19.11183139,91.33319359,6.62852741,111.14955211,pomegranate
30,21,40,20.47104984,84.13509437,7.39085101,103.69885655,pomegranate
19,15,42,23.49084625,89.9505799,5.76004793,106.53928775,pomegranate
36,11,43,21.70546174,84.37825045,7.23787348,103.05087962,pomegranate
5,3,35,23.57982603,87.92075465,6.30865573,105.70041541,pomegranate
4,16,38,19.13140771,84.85402432,5.54871935,101.23271468,pomegranate
22,4,40,23.92398592,90.28947445,7.80757031,93.93387429,pomegranate
30,6,48,22.49087241,83.42169287,7.0050176,102.68083982,pomegranate
25,8,39,22.09181257,86.80260425,4.91378773,108.43480917,pomegranate
10,6,41,21.86978184,92.46802218,7.47207361,105.48668085,pomegranate
17,10,36,25.10850264,92.62422913,7.34458731,115.15877487,pomegranate
28,12,35,22.67207543,90.63188318,6.99076999,110.45317311,pomegranate
24,12,40,27.41292708,87.75283988,7.62392466,106.24485834,pomegranate
30,20,41,21.91066733,92.11068145,6.23801998,107.78035733,pomegranate
14,8,38,19.92454853,88.21629317,6.54283977,110.51522994,pomegranate
20,12,40,23.36269664,90.56194657,6.43005916,94.84503945,pomegranate
22,9,45,20.21683318,89.03197639,5.71013188,111.36038646,pomegranate
4,15,45,21.58944049,93.89847884,6.68059486,116.59544695,pomegranate
29,9,48,20.70645511,93.00753217,7.30954979,102.80103545,pomegranate
20,12,39,20.52024374,89.27434341,6.32863746,120.08317737,pomegranate
19,7,41,22.92512421,89.7682219,6.60108216,113.39078824,pomegranate
10,7,40,20.61094635,91.05343193,6.24519356,101.51306438,pomegranate
30,5,38,22.0902182,90.11125083,6.07189482,118.9173294,pomegranate
30,13,43,21.77030182,89.43887768,7.44857172,112.72815504,pomegranate
28,2,38,20.84493377,93.61422925,6.213409,109.71447271,pomegranate
23,6,43,22.03404855,87.23850796,6.33341773,118.57125592,pomegranate
17,8,38,21.55040178,93.33964675,5.48948852,109.0788766,pomegranate
6,9,36,21.97082372,93.34508887,8.18340433,107.5611757,pomegranate
25,4,41,27.33227765,94.60695774,6.28982956,102.72811545,pomegranate
21,11,44,24.44448241,87.75077178,6.65311043,104.30887164,pomegranate
13,1,36,25.3273344,87.05194208,6.30035025,119.62779559,pomegranate
36,5,39,23.04893605,91.85897468,7.2442032,101.92186481,pomegranate
22,16,40,22.21316766,85.49907333,4.9793905,114.51143127,pomegranate
26,11,40,26.62989755,88.64039506,7.69257011,109.2885399,pomegranate
0,13,41,21.91284186,91.8293389,6.9084455,111.0668445,pomegranate
20,16,41,26.79231698,93.29318343,6.19951255,120.98426414,pomegranate
15,8,39,20.12211033,90.81019143,7.01297933,101.02216165,pomegranate
42,29,35,16.50715342,89.97782611,7.10338594,106.54468995,pomegranate
19,13,39,24.79177638,87.2414813,5.79090899,108.8277742,pomegranate
30,5,43,19.59681004,89.7945374,6.05190752,105.71671581,pomegranate
17,19,41,16.77979208,86.06961104,5.8898702,112.60430176,pomegranate
19,12,40,23.24354874,85.99769307,7.19160158,113.15960798,pomegranate
8,12,39,20.87968563,90.51596625,6.13256945,110.07323608,pomegranate
26,8,36,22.51672675,93.28375295,6.98345186,86.3324957,pomegranate
11,10,40,19.93640462,90.9113816,7.74829512,114.48645123,pomegranate
22,13,43,22.13739612,97.7731865,5.94770216,103.36357046,pomegranate
32,10,42,22.75056914,88.127666,6.58468467,99.89417993,pomegranate
32,19,40,22.96969864,92.32369555,5.78068657,100.23816097,pomegranate
37,13,38,23.61681094,90.02790877,6.5078998,101.83039327,pomegranate
19,4,38,20.25040334,82.31727955,5.89309457,116.61325857,pomegranate
7,8,44,22.64657414,85.74506972,8.59410334,99.4771489,pomegranate
13,13,42,22.60094084,90.82721944,6.60994684,107.58890513,pomegranate
111,86,49,28.35310023,80.05696931,5.61197734,106.81283556,banana
107,85,50,28.49522553,77.97709432,6.99176138,110.10456304,banana
74,68,52,26.66617617,77.91265883,5.80210714,92.2334895,banana
106,83,48,25.44390134,80.03828744,6.1921887,104.78207105,banana
87,82,54,27.46348584,78.89284104,5.31753609,85.83722446,banana
79,61,45,28.53193165,77.03935412,6.21395684,111.65317912,banana
68,78,50,27.69458694,74.81805639,5.30262254,114.454318,banana
74,96,51,26.49937371,78.43591483,6.58596015,108.73224036,banana
106,69,52,27.4660698,79.39007441,6.17980686,101.08047629,banana
123,85,50,25.60091254,82.21696834,5.75535804,98.77802151,banana
73,54,47,27.42337068,70.32513131,5.66258157,88.61791225,banana
114,87,51,26.79182977,78.96180589,6.36686835,101.30829904,banana
101,77,50,28.41214619,81.55553496,5.54985384,95.45522847,banana
97,79,54,28.47678446,80.10520854,6.27116222,110.58380181,banana
89,67,52,27.51961219,75.98190027,5.90363332,102.52571346,banana
98,85,55,24.6007617,82.62974475,4.99513684,115.14968919,banana
87,90,49,25.77152471,81.61182804,5.64112942,101.36814167,banana
107,72,51,27.38373029,74.63403385,6.71770224,115.68650849,banana
88,81,54,26.51514078,80.81627523,6.4370635,99.55162039,banana
65,111,52,27.20518763,80.83591928,5.42746442,97.64102407,banana
97,70,50,27.3965077,76.15836027,6.16086621,113.67132762,banana
129,90,45,24.34160616,77.04792859,6.62927416,111.12737368,banana
124,81,54,24.61788801,88.0643367,5.85069182,109.65747219,banana
98,96,52,26.89436465,81.81823388,5.18133877,99.07751221,banana
106,78,55,25.3369108,80.94831935,6.29417873,101.49242408,banana
115,90,57,28.67245805,77.82776131,6.18810719,99.54009023,banana
132,85,48,27.69267519,86.56755823,6.24818494,81.70345705,banana
99,93,47,24.91457241,79.58208469,5.8646634,99.23817864,banana
103,97,50,25.17957545,81.17631049,5.92893811,102.7987437,banana
102,72,53,27.21644122,78.26849296,5.90274382,96.27053947,banana
89,73,51,28.21724061,79.61468234,6.56356677,97.73681824,banana
116,61,54,27.74949673,77.75743601,5.66718041,119.1676424,banana
127,81,47,24.95044193,80.38135327,5.69564194,105.97282514,banana
129,88,54,26.68680269,81.03650915,6.48745744,111.23967959,banana
86,90,47,28.22640511,81.63707103,5.78196326,116.51087451,banana
86,66,57,25.61492719,76.20923431,6.10716765,90.89685227,banana
89,76,48,25.91120872,83.13173299,6.30804696,96.54109385,banana
93,94,51,28.26870799,81.76813985,6.35757933,116.67524666,banana
85,88,48,27.76881766,79.35576001,6.19178752,92.71729451,banana
103,104,50,26.1490803,85.61270839,5.87692449,91.15857482,banana
109,73,53,29.08684925,81.18371267,6.16900701,93.8824616,banana
110,85,53,27.55635382,77.40773608,5.79972319,99.49727142,banana
88,98,45,27.5767265,77.37728187,5.99619393,109.32854552,banana
92,79,53,25.36223307,77.1670546,6.2406355,100.48685124,banana
111,83,53,26.08624768,86.39906531,5.23814049,91.31892074,banana
112,89,54,29.64636162,80.99142824,5.50898039,118.18018345,banana
88,80,48,26.70139262,79.64371333,6.73772167,101.92489188,banana
101,65,51,28.80925755,80.46930401,5.63936261,96.07140571,banana
85,71,53,27.37126928,81.43593099,6.09790352,106.62150964,banana
128,100,48,28.91256918,80.17590891,6.41776666,110.30622945,banana
103,73,49,27.23175487,78.32409263,6.00107085,90.00053882,banana
113,91,51,26.61867867,78.7485752,6.16837681,115.176251,banana
88,104,50,26.65876323,73.52225476,6.13051633,95.33316834,banana
73,84,48,26.3280652,78.45051075,5.63411353,93.92249355,banana
111,85,47,28.40110334,78.40618045,5.68905458,107.89558208,banana
114,87,48,24.52628809,77.21943691,5.73150568,98.01133704,banana
107,94,50,26.79541233,78.11798774,5.05598459,104.56377293,banana
99,70,52,27.28104636,80.78554986,6.20075615,98.86067669,banana
92,67,46,26.53241098,84.3869514,5.70862184,99.22937718,banana
82,98,54,26.38247399,78.81481816,5.63148087,96.7214286,banana
96,78,50,26.97811513,82.41459905,6.09088797,109.63426416,banana
98,82,50,26.16173752,82.29470167,6.3312304,118.2708547,banana
91,74,49,28.09443899,77.20132881,5.97833805,100.97074972,banana
106,108,50,26.31022842,79.3035163,5.41238802,115.59170629,banana
99,73,49,29.62283082,75.83535999,5.70724282,111.62066868,banana
104,69,54,29.55031363,79.29213545,6.1424418,113.48641634,banana
124,74,50,25.8756688,79.41461467,5.90982706,111.63406332,banana
82,73,47,26.16825938,78.20813781,6.27562273,96.08376492,banana
91,70,50,29.59939164,77.44127359,5.94901801,93.50214704,banana
108,68,49,27.43926564,77.65319923,6.13660976,91.83098976,banana
128,75,50,28.56756381,79.76556499,6.2378354,110.24322878,banana
114,89,51,27.61923946,80.83268135,6.16303882,107.80290067,banana
101,92,52,29.16059258,80.6292273,5.45461822,103.15460093,banana
103,62,48,24.00496193,78.14877544,6.47892589,94.51106895,banana
100,86,53,26.14685679,80.58018645,6.06364462,102.94884716,banana
110,72,50,25.63285266,80.28966424,5.63698532,114.2173067,banana
80,92,50,29.25891619,80.72890903,5.99199941,116.20896647,banana
106,88,49,25.85362778,80.26928263,6.36766727,103.59694396,banana
104,88,56,28.13695157,84.78104699,5.67255985,91.19244183,banana
77,89,51,27.57184395,82.99732745,6.17211015,92.21739921,banana
93,86,49,27.97879526,83.19613931,6.4407037,95.05455124,banana
100,90,54,26.27166433,79.8839352,5.95832498,98.917758,banana
113,85,49,27.35134454,81.03343243,6.43271347,95.63075497,banana
130,66,47,28.12737478,79.86308927,6.3337677,103.18623581,banana
107,59,48,28.98698351,84.86916272,6.5450591,102.10998028,banana
106,88,48,25.41356941,84.11167556,5.34358348,117.10197967,banana
97,76,50,26.12711758,87.30359801,5.90399314,101.00994437,banana
105,73,51,29.59372984,80.51180203,5.41859501,97.22562991,banana
117,95,51,26.63040841,81.86763921,5.91556807,87.55432857,banana
102,82,51,28.11102155,83.66086257,5.69746703,102.62158916,banana
106,96,49,25.24258183,79.72867956,6.75342451,94.71279553,banana
91,79,49,26.26383444,78.96657424,6.47631673,94.28456977,banana
108,72,49,23.67795562,83.5167114,5.92956492,109.36083273,banana
90,96,51,25.92527791,79.18537868,6.05320263,103.45597635,banana
119,82,54,28.72785516,83.1538606,5.51859535,104.13712534,banana
95,58,47,30.83776775,78.85987767,5.42888513,104.20238309,banana
98,79,48,25.85862978,77.63480982,6.67133154,99.57908834,banana
109,75,52,26.41329712,79.27535248,6.32805346,109.98419846,banana
102,80,50,27.50669531,79.82993256,6.48147475,114.07470781,banana
109,102,48,26.76716882,79.35646857,5.85277314,88.08982365,banana
22,24,27,32.01536885,54.79993672,4.98159951,89.05284516,mango
8,24,32,29.76677057,45.44460947,6.04447061,104.29651972,mango
29,27,33,30.885957,55.16691738,4.40576831,88.91887026,mango
5,29,38,31.15179876,49.76768416,7.09075746,100.26937603,mango
25,16,24,29.46158271,48.96980581,4.54958885,93.52211766,mango
21,30,25,31.94375802,58.8139629,7.75769734,99.6224621,mango
16,30,24,30.6455579,53.15166324,6.01857125,97.28488709,mango
52,35,30,28.76496214,48.43315847,5.46821514,98.06853541,mango
12,23,30,29.63858764,46.76519385,5.79513428,101.08544942,mango
0,27,32,31.42114813,44.36496181,4.50063332,99.83793456,mango
35,18,22,29.61670403,49.84013788,5.3037081,98.85689945,mango
4,27,31,27.15221285,50.43557028,4.92478367,88.58480394,mango
42,18,36,36.46357211,54.59490498,5.46952953,103.56141243,mango
20,19,30,28.03222187,42.91708506,5.69071209,101.34183359,mango
35,23,27,29.86291348,41.19822425,5.33059727,102.80869842,mango
12,36,32,34.58645334,42.10646419,6.45482845,89.1713401,mango
6,37,39,30.40130995,39.9890499,4.41650109,92.22889171,mango
45,32,34,30.77368551,43.45381797,4.92641902,86.78451834,mango
17,33,26,33.34832332,59.8450905,6.07255591,99.71174872,mango
35,22,34,32.74804989,55.50671207,5.28528798,90.25562051,mango
35,15,36,28.7655795,51.58715144,5.12399304,106.95150112,mango
3,26,33,29.49035158,54.03668768,5.83171813,93.69355906,mango
25,33,36,32.4392758,55.55689354,6.2597738,98.13334365,mango
21,31,31,30.72926647,44.50924211,6.6770691,94.3890667,mango
25,37,36,37.36926532,53.35495088,6.34310522,92.07550533,mango
34,36,33,35.23909413,50.04402245,8.03417468,99.4769914,mango
0,26,26,28.91538896,31.3814243,4.94915712,93.95814881,mango
25,34,28,29.12812005,53.18243876,4.31837113,88.4719725,mango
10,24,21,32.372538,59.24774283,4.77071108,101.13022167,mango
3,25,26,27.69606162,50.57268612,5.80147999,84.11718592,mango
21,31,32,31.20234371,51.30425794,4.48343818,90.59397935,mango
37,33,39,38.00054237,42.27835816,4.51566626,77.82080052,mango
23,32,29,35.04444568,53.79038046,4.61306693,103.33532221,mango
33,29,24,30.01044057,56.13037444,5.58979212,91.27108751,mango
15,28,31,28.35271202,45.16591137,6.98456754,85.68591893,mango
11,28,31,32.2039742,49.25665492,5.0978383,98.86041826,mango
28,28,30,30.76763964,36.99862598,6.51880681,96.4667934,mango
11,23,32,30.22347842,41.40145396,8.34476677,94.77793628,mango
15,31,35,35.08545691,57.8712333,5.52798826,94.96706444,mango
11,25,24,33.3671851,51.73089087,6.40997945,92.51377309,mango
41,22,32,28.22769494,46.65275934,6.07681895,93.73182205,mango
23,32,32,32.90709198,48.04776492,4.7312289,86.43416658,mango
17,37,34,30.48820362,38.34213619,4.47751148,103.33488258,mango
13,19,28,33.42233285,52.36436053,5.83093087,100.38879112,mango
33,24,30,38.55779905,54.80905725,7.41114959,91.77125112,mango
31,25,35,26.55026027,53.29182843,5.15630669,99.38310584,mango
24,38,30,30.77246824,51.64180919,3.72653578,87.8081258,mango
21,31,29,32.83371672,45.22363711,5.89748531,101.8549897,mango
18,27,37,35.44439739,45.88108315,6.61832572,92.13758681,mango
20,28,20,30.33400234,58.1328764,5.37329811,99.28077657,mango
19,42,36,33.95020175,51.90405479,6.53027383,99.57639244,mango
35,31,18,29.77084638,55.2833104,5.51998563,102.47002972,mango
12,30,35,33.04093487,54.50223344,5.53338218,98.61800118,mango
3,22,25,34.17700961,57.27446259,7.43956257,85.46593267,mango
7,31,29,27.89903546,53.44571267,5.37421236,96.36490092,mango
32,24,33,26.32554829,49.28009111,5.52534012,103.68707132,mango
21,29,22,29.92189377,52.42859908,5.88572228,81.19753417,mango
39,28,20,34.04776371,47.33891793,5.42377039,86.28142141,mango
19,20,28,32.78608747,42.20492004,5.26091231,92.47732138,mango
16,26,30,34.26238943,52.42392634,6.87709556,101.26417205,mango
5,21,35,38.31057983,46.59655934,6.14731653,96.32099957,mango
7,23,36,35.25392399,48.75459581,6.06105539,102.18358293,mango
0,29,28,26.57400562,50.49156353,5.66351977,94.85545849,mango
8,26,34,33.01435129,47.13680678,3.18859785,90.95091422,mango
16,16,28,28.36302763,57.687517,6.20971201,101.08897697,mango
18,28,40,35.2008257,51.55975402,5.90973197,96.79612034,mango
26,30,46,32.12106038,43.45671915,5.51877477,104.31010827,mango
2,20,33,32.27739628,45.84460092,4.64120838,93.37656125,mango
23,28,34,33.58864666,46.53403511,8.10206007,94.85369989,mango
32,27,28,33.69622046,52.14795954,4.9797057,103.07367372,mango
28,14,31,33.5838274,53.48526989,6.60244835,93.03460045,mango
2,23,31,33.48962289,60.07407469,5.55993593,89.80550167,mango
28,25,29,29.47588705,47.3150438,5.84897861,90.06973924,mango
33,20,41,31.28242922,52.47103564,5.04724991,101.8532693,mango
11,23,28,32.88082714,53.97355925,6.5970442,94.99119864,mango
22,21,26,36.14370605,40.38376204,5.61681784,88.00214381,mango
3,27,32,34.11357274,60.52011796,6.86903959,100.37893174,mango
14,27,35,34.83327163,44.21829761,7.87603343,95.89024087,mango
3,27,37,34.76012287,49.24880335,7.36366867,87.44540896,mango
22,28,24,32.29426833,46.82293141,4.81402274,102.60045495,mango
36,16,29,33.90321448,44.92904212,5.55985111,98.5618605,mango
35,26,30,28.63360723,53.80122245,7.67576403,89.6742207,mango
26,25,34,28.62945908,50.65402394,8.68328356,79.97486048,mango
14,40,29,33.20883422,45.9857834,6.73314303,99.40080672,mango
32,24,25,29.36297257,46.67718442,6.20467335,95.41630224,mango
41,27,25,33.23758571,43.20407741,5.58943104,91.40605972,mango
0,30,19,25.72989817,49.02999407,6.06457724,92.29349058,mango
13,19,30,28.34987568,48.02555138,6.0606003,83.09774815,mango
14,27,28,31.83538776,52.51336742,6.48172623,91.19869499,mango
23,34,24,31.39229175,47.9899241,6.14256985,104.66716361,mango
23,22,32,27.97538959,47.84426933,5.15710685,75.45579414,mango
26,33,32,32.34513907,54.26748151,3.37336558,107.5343095,mango
47,19,30,25.13343836,49.75266529,5.37471479,101.82310036,mango
29,30,33,28.80640821,52.332792,7.40820593,84.9200434,mango
15,20,37,32.85047196,44.50332524,6.07135696,101.95608626,mango
33,38,36,36.74864649,58.27436206,7.26621757,94.75479116,mango
15,27,32,34.71607403,43.43514247,6.45996819,102.36000186,mango
1,22,33,32.56149907,38.32201065,6.43261256,85.58938131,mango
22,26,31,36.59385264,46.98341498,6.44795515,89.7173385,mango
9,20,29,33.45878774,52.49992839,4.919163,95.82155051,mango
22,129,205,22.13869625,78.47030995,5.97036162,71.4112119,grapes
22,141,193,22.79013252,82.76460404,5.97385654,66.45098139,grapes
28,143,200,43.01701044,79.75086717,5.51792742,72.96422564,grapes
